run,VVin,idd,power,avg_power
run_0,0.0,"[6.789e-05, 3.935e-03, 4.256e-03, …]","[1.222e-04, 7.083e-03, 7.661e-03, …]",3.866e-04
run_1,0.1,"[6.788e-05, 3.935e-03, 4.256e-03, …]","[1.222e-04, 7.083e-03, 7.661e-03, …]",4.040e-04
run_2,0.2,"[6.787e-05, 3.935e-03, 4.256e-03, …]","[1.222e-04, 7.083e-03, 7.661e-03, …]",4.108e-04
run_3,0.30000000000000004,"[6.786e-05, 3.935e-03, 4.256e-03, …]","[1.221e-04, 7.083e-03, 7.661e-03, …]",4.113e-04
run_4,0.4,"[6.323e-05, 3.929e-03, 4.254e-03, …]","[1.138e-04, 7.073e-03, 7.658e-03, …]",4.135e-04
