run,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,"[1.000e-12, 1.028e-12, 1.083e-12, …]","[8.201, 1.896, 1.253, …]","[0.462, 0.464, 0.470, …]","[0.451, 0.453, 0.458, …]","[0.524, 0.526, 0.532, …]","[0.602, 0.605, 0.609, …]","[0.634, 0.636, 0.640, …]","[0.620, 0.623, 0.627, …]","[0.555, 0.557, 0.562, …]","[0.529, 0.532, 0.537, …]","[1.750, 1.750, 1.750, …]",2.823
