run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,0.215280706,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.215, 0.215, 0.215, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.215,-6.177e-01
run_1,0.222339529,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.222, 0.222, 0.222, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.222,-6.216e-01
run_2,0.229398353,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.229, 0.229, 0.229, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.229,-6.255e-01
run_3,0.236457176,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.236, 0.236, 0.236, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.236,-6.295e-01
run_4,0.243516,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.244, 0.244, 0.244, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.244,-6.334e-01
