run,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.558, 0.558, 0.558, …]","[0.687, 0.684, 0.682, …]","[0.682, 0.679, 0.678, …]","[0.682, 0.679, 0.678, …]","[0.682, 0.679, 0.678, …]","[0.683, 0.680, 0.678, …]","[0.683, 0.680, 0.678, …]","[0.683, 0.680, 0.679, …]","[0.684, 0.681, 0.679, …]","[1.000, 80.000, 81.000, …]","[3.921e-03, 3.922e-03, 3.921e-03, …]"
