run,VVin,idd,power,avg_power
run_0,1.5,"[6.719e-05, 3.933e-03, 4.255e-03, …]","[1.209e-04, 7.079e-03, 7.660e-03, …]",4.222e-04
run_1,1.6,"[6.383e-05, 3.925e-03, 4.254e-03, …]","[1.149e-04, 7.065e-03, 7.657e-03, …]",4.194e-04
run_2,1.7000000000000002,"[6.368e-05, 3.918e-03, 4.251e-03, …]","[1.146e-04, 7.053e-03, 7.652e-03, …]",4.275e-04
run_3,1.8,"[8.251e-05, 3.943e-03, 4.276e-03, …]","[1.485e-04, 7.097e-03, 7.696e-03, …]",4.381e-04
