run,VVin,idd,power,avg_power
run_0,0,"[0.314, 0.107, 1.032e-02, …]","[0.565, 0.192, 1.858e-02, …]",9.390e-04
run_1,0.025,"[0.314, 0.107, 1.032e-02, …]","[0.565, 0.192, 1.858e-02, …]",9.591e-04
run_2,0.05,"[0.314, 0.107, 1.033e-02, …]","[0.565, 0.192, 1.859e-02, …]",9.716e-04
run_3,0.075,"[0.314, 0.107, 1.033e-02, …]","[0.565, 0.192, 1.859e-02, …]",9.425e-04
run_4,0.1,"[0.314, 0.107, 1.033e-02, …]","[0.565, 0.192, 1.859e-02, …]",9.584e-04
