VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.02352941,146,1.02352941,1,0.0017647100000000027,-0.7490190222222218
1.02529412,147,1.02529412,147,0.00705881999999991,0.003921066666653816
1.02705882,147,1.03235294,148,0.00705881999999991,0.003921066666653816
1.02882353,147,1.03941176,149,0.0070588300000000714,0.003922488888899123
1.03058824,147,1.04647059,150,0.007058820000000132,0.003921066666685347
1.03235294,148,1.05352941,151,,
1.03411765,148,,,,
1.03588235,148,,,,
1.03764706,148,,,,
1.03941176,149,,,,
1.04117647,149,,,,
1.04294118,149,,,,
1.04470588,149,,,,
1.04647059,150,,,,
1.04823529,150,,,,
1.05,150,,,,
1.05176471,150,,,,
1.05352941,151,,,,
1.05529412,151,,,,
1.05705882,151,,,,
1.05882353,151,,,,
