VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.76470588,253,1.76470588,1,0.0070588300000000714,0.003922488888899123
1.76647059,253,1.77176471,254,0.00705881999999991,0.003921066666653816
1.76823529,253,1.77882353,255,0.021176470000000114,2.0117646222222385
1.77,253,,,,
1.77176471,254,,,,
1.77352941,254,,,,
1.77529412,254,,,,
1.77705882,254,,,,
1.77882353,255,,,,
1.78058824,255,,,,
1.78235294,255,,,,
1.78411765,255,,,,
1.78588235,255,,,,
1.78764706,255,,,,
1.78941176,255,,,,
1.79117647,255,,,,
1.79294118,255,,,,
1.79470588,255,,,,
1.79647059,255,,,,
1.79823529,255,,,,
1.8,255,,,,
