VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.41176471,202,1.41176471,1,0.003529410000000066,-0.4980394666666573
1.41352941,202,1.41529412,203,0.008823529999999913,0.2549020444444321
1.41529412,203,1.42411765,204,0.0052941100000001295,-0.2470599111110927
1.41705882,203,1.42941176,205,0.008823529999999913,0.2549020444444321
1.41882353,203,1.43823529,206,0.005294120000000069,-0.24705848888887916
1.42058824,203,1.44352941,207,,
1.42235294,203,,,,
1.42411765,204,,,,
1.42588235,204,,,,
1.42764706,204,,,,
1.42941176,205,,,,
1.43117647,205,,,,
1.43294118,205,,,,
1.43470588,205,,,,
1.43647059,205,,,,
1.43823529,206,,,,
1.44,206,,,,
1.44176471,206,,,,
1.44352941,207,,,,
1.44529412,207,,,,
1.44705882,207,,,,
