VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.58823529,227,1.58823529,1,0.0017647100000000027,-0.7490190222222218
1.59,228,1.59,228,0.00705881999999991,0.003921066666653816
1.59176471,228,1.59705882,229,0.0070588300000000714,0.003922488888899123
1.59352941,228,1.60411765,230,0.00705881999999991,0.003921066666653816
1.59529412,228,1.61117647,231,0.005294120000000069,-0.24705848888887916
1.59705882,229,1.61647059,232,0.00705881999999991,0.003921066666653816
1.59882353,229,1.62352941,233,,
1.60058824,229,,,,
1.60235294,229,,,,
1.60411765,230,,,,
1.60588235,230,,,,
1.60764706,230,,,,
1.60941176,230,,,,
1.61117647,231,,,,
1.61294118,231,,,,
1.61470588,231,,,,
1.61647059,232,,,,
1.61823529,232,,,,
1.62,232,,,,
1.62176471,232,,,,
1.62352941,233,,,,
