VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.62352941,233,1.62352941,1,0.0070588300000000714,0.003922488888899123
1.62529412,233,1.63058824,234,0.008823519999999974,0.25490062222221854
1.62705882,233,1.63941176,235,0.005294120000000069,-0.24705848888887916
1.62882353,233,1.64470588,236,0.007058829999999849,0.00392248888886737
1.63058824,234,1.65176471,237,0.007058820000000132,0.003921066666685347
1.63235294,234,1.65882353,238,,
1.63411765,234,,,,
1.63588235,234,,,,
1.63764706,234,,,,
1.63941176,235,,,,
1.64117647,235,,,,
1.64294118,235,,,,
1.64470588,236,,,,
1.64647059,236,,,,
1.64823529,236,,,,
1.65,236,,,,
1.65176471,237,,,,
1.65352941,237,,,,
1.65529412,237,,,,
1.65705882,237,,,,
1.65882353,238,,,,
