VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.458823529,65,0.458823529,1,0.0017647060000000048,-0.7490195911111104
0.460588235,66,0.460588235,66,0.007058823999999964,0.003921635555550251
0.462352941,66,0.467647059,67,0.005294117000000043,-0.24705891555554949
0.464117647,66,0.472941176,68,0.008823529999999968,0.25490204444443987
0.465882353,66,0.481764706,69,0.007058822999999992,0.003921493333332249
0.467647059,67,0.488823529,70,,
0.469411765,67,,,,
0.47117647,67,,,,
0.472941176,68,,,,
0.474705882,68,,,,
0.476470588,68,,,,
0.478235294,68,,,,
0.48,68,,,,
0.481764706,69,,,,
0.483529412,69,,,,
0.485294118,69,,,,
0.487058824,69,,,,
0.488823529,70,,,,
0.490588235,70,,,,
0.492352941,70,,,,
0.494117647,70,,,,
