VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.72941176,248,1.72941176,1,0.007058829999999849,0.00392248888886737
1.73117647,248,1.73647059,249,0.007058820000000132,0.003921066666685347
1.73294118,248,1.74352941,250,0.007058829999999849,0.00392248888886737
1.73470588,248,1.75058824,251,0.007058820000000132,0.003921066666685347
1.73647059,249,1.75764706,252,0.00705881999999991,0.003921066666653816
1.73823529,249,1.76470588,253,,
1.74,249,,,,
1.74176471,249,,,,
1.74352941,250,,,,
1.74529412,250,,,,
1.74705882,250,,,,
1.74882353,250,,,,
1.75058824,251,,,,
1.75235294,251,,,,
1.75411765,251,,,,
1.75588235,251,,,,
1.75764706,252,,,,
1.75941176,252,,,,
1.76117647,252,,,,
1.76294118,252,,,,
1.76470588,253,,,,
