VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.55294118,222,1.55294118,1,0.003529410000000066,-0.4980394666666573
1.55470588,222,1.55647059,223,0.00705881999999991,0.003921066666653816
1.55647059,223,1.56352941,224,0.005294120000000069,-0.24705848888887916
1.55823529,223,1.56882353,225,0.007058820000000132,0.003921066666685347
1.56,223,1.57588235,226,0.007058829999999849,0.00392248888886737
1.56176471,223,1.58294118,227,,
1.56352941,224,,,,
1.56529412,224,,,,
1.56705882,224,,,,
1.56882353,225,,,,
1.57058824,225,,,,
1.57235294,225,,,,
1.57411765,225,,,,
1.57588235,226,,,,
1.57764706,226,,,,
1.57941176,226,,,,
1.58117647,226,,,,
1.58294118,227,,,,
1.58470588,227,,,,
1.58647059,227,,,,
1.58823529,227,,,,
