VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.30588235,187,1.30588235,1,0.007058829999999849,0.00392248888886737
1.30764706,187,1.31294118,188,0.0052941100000001295,-0.2470599111110927
1.30941176,187,1.31823529,189,0.007058829999999849,0.00392248888886737
1.31117647,187,1.32529412,190,0.007058820000000132,0.003921066666685347
1.31294118,188,1.33235294,191,,
1.31470588,188,,,,
1.31647059,188,,,,
1.31823529,189,,,,
1.32,189,,,,
1.32176471,189,,,,
1.32352941,189,,,,
1.32529412,190,,,,
1.32705882,190,,,,
1.32882353,190,,,,
1.33058824,190,,,,
1.33235294,191,,,,
1.33411765,191,,,,
1.33588235,191,,,,
1.33764706,191,,,,
1.33941176,191,,,,
1.34117647,191,,,,
