VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.27058824,182,1.27058824,1,0.007058820000000132,0.003921066666685347
1.27235294,182,1.27764706,183,0.00705881999999991,0.003921066666653816
1.27411765,182,1.28470588,184,0.005294120000000069,-0.24705848888887916
1.27588235,182,1.29,185,0.00705881999999991,0.003921066666653816
1.27764706,183,1.29705882,186,0.008823530000000135,0.2549020444444636
1.27941176,183,1.30588235,187,,
1.28117647,183,,,,
1.28294118,183,,,,
1.28470588,184,,,,
1.28647059,184,,,,
1.28823529,184,,,,
1.29,185,,,,
1.29176471,185,,,,
1.29352941,185,,,,
1.29529412,185,,,,
1.29705882,186,,,,
1.29882353,186,,,,
1.30058824,186,,,,
1.30235294,186,,,,
1.30411765,186,,,,
1.30588235,187,,,,
