VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.23529412,177,1.23529412,1,0.005294119999999847,-0.2470584888889107
1.23705882,177,1.24058824,178,0.008823520000000196,0.2549006222222501
1.23882353,177,1.24941176,179,0.005294119999999847,-0.2470584888889107
1.24058824,178,1.25470588,180,0.0070588300000000714,0.003922488888899123
1.24235294,178,1.26176471,181,0.008823529999999913,0.2549020444444321
1.24411765,178,1.27058824,182,,
1.24588235,178,,,,
1.24764706,178,,,,
1.24941176,179,,,,
1.25117647,179,,,,
1.25294118,179,,,,
1.25470588,180,,,,
1.25647059,180,,,,
1.25823529,180,,,,
1.26,180,,,,
1.26176471,181,,,,
1.26352941,181,,,,
1.26529412,181,,,,
1.26705882,181,,,,
1.26882353,181,,,,
1.27058824,182,,,,
