VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.776470588,111,0.776470588,1,0.005294118000000014,-0.24705877333333137
0.778235294,111,0.781764706,112,0.007058822999999936,0.003921493333324255
0.78,111,0.788823529,113,0.005294118000000014,-0.24705877333333137
0.781764706,112,0.794117647,114,0.008823529000000052,0.25490190222222964
0.783529412,112,0.802941176,115,0.005294118000000014,-0.24705877333333137
0.785294118,112,0.808235294,116,,
0.787058824,112,,,,
0.788823529,113,,,,
0.790588235,113,,,,
0.792352941,113,,,,
0.794117647,114,,,,
0.795882353,114,,,,
0.797647059,114,,,,
0.799411765,114,,,,
0.801176471,114,,,,
0.802941176,115,,,,
0.804705882,115,,,,
0.806470588,115,,,,
0.808235294,116,,,,
0.81,116,,,,
0.811764706,116,,,,
