VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.69411765,243,1.69411765,1,0.0052941100000001295,-0.2470599111110927
1.69588235,243,1.69941176,244,0.007058829999999849,0.00392248888886737
1.69764706,243,1.70647059,245,0.007058820000000132,0.003921066666685347
1.69941176,244,1.71352941,246,0.0070588300000000714,0.003922488888899123
1.70117647,244,1.72058824,247,0.00705881999999991,0.003921066666653816
1.70294118,244,1.72764706,248,,
1.70470588,244,,,,
1.70647059,245,,,,
1.70823529,245,,,,
1.71,245,,,,
1.71176471,245,,,,
1.71352941,246,,,,
1.71529412,246,,,,
1.71705882,246,,,,
1.71882353,246,,,,
1.72058824,247,,,,
1.72235294,247,,,,
1.72411765,247,,,,
1.72588235,247,,,,
1.72764706,248,,,,
1.72941176,248,,,,
