VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.48235294,212,1.48235294,1,0.003529410000000066,-0.4980394666666573
1.48411765,212,1.48588235,213,0.0070588300000000714,0.003922488888899123
1.48588235,213,1.49294118,214,0.00705881999999991,0.003921066666653816
1.48764706,213,1.5,215,0.00705881999999991,0.003921066666653816
1.48941176,213,1.50705882,216,0.0070588300000000714,0.003922488888899123
1.49117647,213,1.51411765,217,,
1.49294118,214,,,,
1.49470588,214,,,,
1.49647059,214,,,,
1.49823529,214,,,,
1.5,215,,,,
1.50176471,215,,,,
1.50352941,215,,,,
1.50529412,215,,,,
1.50705882,216,,,,
1.50882353,216,,,,
1.51058824,216,,,,
1.51235294,216,,,,
1.51411765,217,,,,
1.51588235,217,,,,
1.51764706,217,,,,
