run,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,"[1.000e-12, 1.028e-12, 1.083e-12, …]","[1.447, 1.447, 1.447, …]","[0.465, 0.468, 0.473, …]","[0.454, 0.456, 0.461, …]","[0.526, 0.529, 0.534, …]","[0.603, 0.606, 0.610, …]","[0.635, 0.637, 0.641, …]","[0.622, 0.624, 0.628, …]","[0.557, 0.560, 0.565, …]","[0.532, 0.535, 0.541, …]","[1.000, 208.000, 209.000, …]","[-4.980e-01, 3.921e-03, 3.921e-03, …]"
