run,VVin,time,Clk,FFCLR,sampling_rate
run_0,1.0,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[-7.530e-05, -3.384e-04, -6.180e-04, …]",1.176e+05
run_1,1.1,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[8.365e-05, -2.612e-04, -5.748e-04, …]",1.176e+05
run_2,1.2,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[8.727e-05, -2.512e-04, -5.612e-04, …]",1.176e+05
run_3,1.3,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[8.729e-05, -2.592e-04, -5.733e-04, …]",1.176e+05
run_4,1.4,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[-9.418e-05, -3.473e-04, -6.224e-04, …]",1.176e+05
