run,VVin,time,Clk,FFCLR,sampling_rate
run_0,0.0,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[1.114e-05, -2.902e-04, -5.867e-04, …]",1.176e+05
run_1,0.1,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[1.299e-05, -2.881e-04, -5.846e-04, …]",1.176e+05
run_2,0.2,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[-2.809e-05, -3.058e-04, -5.910e-04, …]",1.176e+05
run_3,0.30000000000000004,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[7.981e-05, -2.628e-04, -5.763e-04, …]",1.176e+05
run_4,0.4,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[5.850e-05, -2.601e-04, -5.630e-04, …]",1.176e+05
