run,time,Vin,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,offset_error,codes_decimal,codes_binary,Vin_samples
run_0,"[1.000e-12, 1.027e-12, 1.081e-12, …]","[0.000, 0.000, 0.000, …]","[0.465, 0.467, 0.472, …]","[0.453, 0.455, 0.460, …]","[0.525, 0.528, 0.533, …]","[0.603, 0.606, 0.610, …]","[0.635, 0.637, 0.640, …]","[0.621, 0.623, 0.627, …]","[0.556, 0.559, 0.563, …]","[0.531, 0.533, 0.539, …]",0.780,"[0.000, 0.000, 0.000, …]","[00000000, 00000000, 00000000, …]","[0.000, 1.000e-03, 2.000e-03, …]"
