run,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,"[1.000e-12, 1.025e-12, 1.076e-12, …]","[1.406, 0.838, 0.355, …]","[0.691, 0.688, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.684, 0.681, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[1.750, 1.750, 1.750, …]",2.618
