run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,1.058823529,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.059, 1.059, 1.059, …]","[0.690, 0.687, 0.686, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]",1.059,8.333e-08
run_1,1.065882353,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.066, 1.066, 1.066, …]","[0.690, 0.687, 0.686, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]",1.066,-4.167e-07
run_2,1.072941176,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.073, 1.073, 1.073, …]","[0.690, 0.687, 0.686, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]",1.073,5.000e-07
run_3,1.08,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.080, 1.080, 1.080, …]","[0.690, 0.687, 0.686, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]",1.080,0.000
run_4,1.087058824,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.087, 1.087, 1.087, …]","[0.690, 0.687, 0.686, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]",1.087,-5.000e-07
