run,corner,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,tt,"[1.000e-12, 1.026e-12, 1.078e-12, …]","[1.729, 1.729, 1.729, …]","[0.693, 0.690, 0.688, …]","[0.688, 0.686, 0.684, …]","[0.688, 0.686, 0.684, …]","[0.688, 0.686, 0.684, …]","[0.688, 0.686, 0.684, …]","[0.688, 0.686, 0.684, …]","[0.689, 0.686, 0.684, …]","[0.689, 0.686, 0.684, …]","[1.000, 246.000, 247.000, …]","[-2.471e-01, 3.922e-03, 3.921e-03, …]"
run_1,ss,"[1.000e-12, 1.027e-12, 1.080e-12, …]","[1.729, 1.729, 1.729, …]","[0.695, 0.692, 0.690, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.689, 0.687, …]","[0.692, 0.689, 0.687, …]","[1.000, 246.000, 247.000, …]","[-2.471e-01, 3.922e-03, 3.921e-03, …]"
run_2,ff,"[1.000e-12, 1.025e-12, 1.076e-12, …]","[1.729, 1.729, 1.729, …]","[0.691, 0.688, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.684, 0.681, …]","[0.687, 0.684, 0.682, …]","[1.000, 246.000, 247.000, …]","[-2.471e-01, 3.922e-03, 3.921e-03, …]"
run_3,fs,"[1.000e-12, 1.026e-12, 1.079e-12, …]","[1.729, 1.729, 1.729, …]","[0.662, 0.659, 0.657, …]","[0.657, 0.654, 0.652, …]","[0.657, 0.654, 0.652, …]","[0.657, 0.654, 0.652, …]","[0.657, 0.654, 0.652, …]","[0.657, 0.654, 0.652, …]","[0.658, 0.654, 0.652, …]","[0.658, 0.655, 0.653, …]","[1.000, 246.000, 247.000, …]","[-2.471e-01, 3.922e-03, 0.255, …]"
run_4,sf,"[1.000e-12, 1.026e-12, 1.077e-12, …]","[1.729, 1.729, 1.729, …]","[0.725, 0.723, 0.721, …]","[0.721, 0.719, 0.717, …]","[0.721, 0.719, 0.717, …]","[0.721, 0.719, 0.717, …]","[0.721, 0.719, 0.717, …]","[0.721, 0.719, 0.717, …]","[0.721, 0.719, 0.717, …]","[0.722, 0.719, 0.717, …]","[1.000, 246.000, 247.000, …]","[-7.490e-01, 3.921e-03, 3.922e-03, …]"
