VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.557647059,79,0.557647059,1,0.007058823000000047,0.00392149333334002
0.559411765,79,0.564705882,80,0.007058823999999908,0.00392163555554248
0.56117647,79,0.571764706,81,0.007058823000000047,0.00392149333334002
0.562941176,79,0.578823529,82,0.007058824000000019,0.003921635555558245
0.564705882,80,0.585882353,83,0.007058822999999936,0.003921493333324255
0.566470588,80,0.592941176,84,0.007058824000000019,0.003921635555558245
0.568235294,80,0.6,85,0.007058823000000047,0.00392149333334002
0.57,80,0.607058823,86,0.007058824000000019,0.003921635555558245
0.571764706,81,0.614117647,87,0.007058823999999908,0.00392163555554248
0.573529412,81,0.621176471,88,0.007058823000000047,0.00392149333334002
0.575294118,81,0.628235294,89,0.007058824000000019,0.003921635555558245
0.577058824,81,0.635294118,90,0.007058822999999936,0.003921493333324255
0.578823529,82,0.642352941,91,0.007058824000000019,0.003921635555558245
0.580588235,82,0.649411765,92,0.007058823000000047,0.00392149333334002
0.582352941,82,0.656470588,93,0.007058824000000019,0.003921635555558245
0.584117647,82,0.663529412,94,0.007058822999999936,0.003921493333324255
0.585882353,83,0.670588235,95,0.007058824000000019,0.003921635555558245
0.587647059,83,0.677647059,96,0.007058823000000047,0.00392149333334002
0.589411765,83,0.684705882,97,0.007058823999999908,0.00392163555554248
0.59117647,83,0.691764706,98,,
0.592941176,84,,,,
0.594705882,84,,,,
0.596470588,84,,,,
0.598235294,84,,,,
0.6,85,,,,
0.601764706,85,,,,
0.603529412,85,,,,
0.605294118,85,,,,
0.607058823,86,,,,
0.608823529,86,,,,
0.610588235,86,,,,
0.612352941,86,,,,
0.614117647,87,,,,
0.615882353,87,,,,
0.617647059,87,,,,
0.619411765,87,,,,
0.621176471,88,,,,
0.622941176,88,,,,
0.624705882,88,,,,
0.626470588,88,,,,
0.628235294,89,,,,
0.63,89,,,,
0.631764706,89,,,,
0.633529412,89,,,,
0.635294118,90,,,,
0.637058823,90,,,,
0.638823529,90,,,,
0.640588235,90,,,,
0.642352941,91,,,,
0.644117647,91,,,,
0.645882353,91,,,,
0.647647059,91,,,,
0.649411765,92,,,,
0.65117647,92,,,,
0.652941176,92,,,,
0.654705882,92,,,,
0.656470588,93,,,,
0.658235294,93,,,,
0.66,93,,,,
0.661764706,93,,,,
0.663529412,94,,,,
0.665294118,94,,,,
0.667058824,94,,,,
0.668823529,94,,,,
0.670588235,95,,,,
0.672352941,95,,,,
0.674117647,95,,,,
0.675882353,95,,,,
0.677647059,96,,,,
0.679411765,96,,,,
0.68117647,96,,,,
0.682941176,96,,,,
0.684705882,97,,,,
0.686470588,97,,,,
0.688235294,97,,,,
0.69,97,,,,
0.691764706,98,,,,
0.693529412,98,,,,
0.695294118,98,,,,
0.697058824,98,,,,
