run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,0.917647059,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.918, 0.918, 0.918, …]","[0.689, 0.686, 0.685, …]","[0.684, 0.682, 0.680, …]","[0.684, 0.682, 0.680, …]","[0.684, 0.682, 0.680, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]",0.918,2.500e-08
run_1,0.924705882,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.925, 0.925, 0.925, …]","[0.689, 0.686, 0.685, …]","[0.684, 0.682, 0.680, …]","[0.684, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]",0.925,-5.000e-08
run_2,0.931764706,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.932, 0.932, 0.932, …]","[0.689, 0.686, 0.685, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]",0.932,1.667e-08
run_3,0.938823529,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.939, 0.939, 0.939, …]","[0.689, 0.686, 0.685, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]",0.939,-5.833e-08
run_4,0.945882353,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.946, 0.946, 0.946, …]","[0.689, 0.686, 0.685, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]",0.946,8.333e-09
