run,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,"[1.000e-12, 1.028e-12, 1.083e-12, …]","[8.210, 1.904, 1.260, …]","[0.468, 0.471, 0.476, …]","[0.457, 0.459, 0.465, …]","[0.530, 0.533, 0.538, …]","[0.608, 0.611, 0.616, …]","[0.641, 0.643, 0.647, …]","[0.627, 0.630, 0.634, …]","[0.561, 0.564, 0.569, …]","[0.536, 0.539, 0.545, …]","[1.501, 1.501, 1.501, …]",1.921
