run,corner,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,tt,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.918, 0.918, 0.918, …]","[0.689, 0.686, 0.685, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.686, 0.683, 0.681, …]","[1.000, 131.000, 132.000, …]","[3.921e-03, -2.471e-01, 0.255, …]"
run_1,ss,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.918, 0.918, 0.918, …]","[0.692, 0.689, 0.687, …]","[0.688, 0.685, 0.684, …]","[0.688, 0.685, 0.684, …]","[0.688, 0.685, 0.684, …]","[0.688, 0.685, 0.684, …]","[0.688, 0.685, 0.684, …]","[0.688, 0.686, 0.684, …]","[0.689, 0.686, 0.684, …]","[1.000, 131.000, 132.000, …]","[3.921e-03, -2.471e-01, 3.922e-03, …]"
run_2,ff,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.918, 0.918, 0.918, …]","[0.687, 0.684, 0.683, …]","[0.683, 0.680, 0.678, …]","[0.683, 0.680, 0.678, …]","[0.683, 0.680, 0.678, …]","[0.683, 0.680, 0.678, …]","[0.683, 0.680, 0.678, …]","[0.683, 0.680, 0.678, …]","[0.683, 0.680, 0.678, …]","[1.000, 131.000, 132.000, …]","[3.921e-03, -2.471e-01, 0.255, …]"
run_3,fs,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.918, 0.918, 0.918, …]","[0.659, 0.656, 0.654, …]","[0.654, 0.651, 0.649, …]","[0.654, 0.651, 0.649, …]","[0.655, 0.651, 0.649, …]","[0.655, 0.651, 0.649, …]","[0.655, 0.651, 0.649, …]","[0.655, 0.652, 0.650, …]","[0.655, 0.652, 0.650, …]","[1.000, 131.000, 132.000, …]","[3.921e-03, -2.471e-01, 0.255, …]"
run_4,sf,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.918, 0.918, 0.918, …]","[0.721, 0.718, 0.717, …]","[0.717, 0.714, 0.713, …]","[0.717, 0.714, 0.713, …]","[0.717, 0.714, 0.713, …]","[0.717, 0.715, 0.713, …]","[0.717, 0.715, 0.713, …]","[0.718, 0.715, 0.713, …]","[0.718, 0.715, 0.714, …]","[1.000, 131.000, 132.000, …]","[3.921e-03, -2.471e-01, 3.922e-03, …]"
