 1.00000000e-12  1.78200000e+00  4.48620697e-01 
 1.02386452e-12  1.78157044e+00  4.49738031e-01 
 1.07159355e-12  1.78071132e+00  4.52771465e-01 
 1.14211826e-12  1.77944187e+00  4.57291344e-01 
 1.22024993e-12  1.77803550e+00  4.60323367e-01 
 1.35925179e-12  1.77553347e+00  4.62410393e-01 
 1.57505594e-12  1.77164899e+00  4.61806407e-01 
 1.90710269e-12  1.76567215e+00  4.59061873e-01 
 2.54092948e-12  1.75426327e+00  4.55232690e-01 
 3.47543320e-12  1.73744220e+00  4.52087602e-01 
 4.89852533e-12  1.71182654e+00  4.48194633e-01 
 6.43053638e-12  1.68425035e+00  4.44938409e-01 
 8.78298051e-12  1.64190635e+00  4.41828760e-01 
 1.27912960e-11  1.56975667e+00  4.39234401e-01 
 1.81575929e-11  1.47316333e+00  4.37793162e-01 
 2.51092594e-11  1.34803333e+00  4.36777598e-01 
 3.40529504e-11  1.18704689e+00  4.35755854e-01 
 4.41105801e-11  1.00600956e+00  4.34753542e-01 
 5.97314978e-11  7.24833039e-01  4.33314357e-01 
 7.76073246e-11  4.03068157e-01  4.31927566e-01 
 1.00000000e-10  0.00000000e+00  4.30646466e-01 
 1.00432925e-10  0.00000000e+00  4.30746627e-01 
 1.01298775e-10  0.00000000e+00  4.30916120e-01 
 1.03030474e-10  0.00000000e+00  4.31210690e-01 
 1.06471325e-10  0.00000000e+00  4.31767166e-01 
 1.13353025e-10  0.00000000e+00  4.32810657e-01 
 1.27116425e-10  0.00000000e+00  4.34823903e-01 
 1.54643225e-10  0.00000000e+00  4.38691459e-01 
 1.92114231e-10  0.00000000e+00  4.43771297e-01 
 2.40855450e-10  0.00000000e+00  4.50105595e-01 
 3.10006436e-10  0.00000000e+00  4.58421502e-01 
 4.38610451e-10  0.00000000e+00  4.71665866e-01 
 6.69355808e-10  0.00000000e+00  4.90606797e-01 
 9.63742926e-10  0.00000000e+00  5.07432714e-01 
 1.39027118e-09  0.00000000e+00  5.21706116e-01 
 1.90703676e-09  0.00000000e+00  5.28218507e-01 
 2.66068046e-09  0.00000000e+00  5.27145137e-01 
 3.54822255e-09  0.00000000e+00  5.14682618e-01 
 4.49570363e-09  0.00000000e+00  4.96167702e-01 
 5.35342957e-09  0.00000000e+00  4.79327082e-01 
 6.25189401e-09  0.00000000e+00  4.61658394e-01 
 7.10613178e-09  0.00000000e+00  4.44251149e-01 
 7.98683552e-09  0.00000000e+00  4.25771827e-01 
 9.02237750e-09  0.00000000e+00  4.04395845e-01 
 1.01207873e-08  0.00000000e+00  3.79819869e-01 
 1.12862827e-08  0.00000000e+00  3.46755686e-01 
 1.21683408e-08  0.00000000e+00  3.27076148e-01 
 1.31122402e-08  0.00000000e+00  3.09262556e-01 
 1.42146933e-08  0.00000000e+00  2.86918767e-01 
 1.54109684e-08  0.00000000e+00  2.63766079e-01 
 1.66680219e-08  0.00000000e+00  2.38743776e-01 
 1.78805889e-08  0.00000000e+00  2.15864455e-01 
 1.91691341e-08  0.00000000e+00  1.93264899e-01 
 2.07108460e-08  0.00000000e+00  1.69976737e-01 
 2.23777404e-08  0.00000000e+00  1.48291652e-01 
 2.34759281e-08  0.00000000e+00  1.35907190e-01 
 2.49938768e-08  0.00000000e+00  1.20476212e-01 
 2.66134960e-08  0.00000000e+00  1.06081713e-01 
 2.92149304e-08  0.00000000e+00  8.63831752e-02 
 3.19765575e-08  0.00000000e+00  6.94190772e-02 
 3.61506791e-08  0.00000000e+00  4.96353467e-02 
 4.16735971e-08  0.00000000e+00  3.17144874e-02 
 5.13111560e-08  0.00000000e+00  1.42303318e-02 
 6.57542782e-08  0.00000000e+00  4.39125599e-03 
