run,VVin,idd,power,avg_power
run_0,0.0,"[0.282, 0.108, 6.012e-02, …]","[0.507, 0.195, 0.108, …]",9.101e-04
run_1,0.1,"[0.282, 0.108, 6.026e-02, …]","[0.507, 0.195, 0.108, …]",9.078e-04
run_2,0.2,"[0.282, 0.108, 6.039e-02, …]","[0.507, 0.195, 0.109, …]",9.103e-04
run_3,0.30000000000000004,"[0.282, 0.108, 6.052e-02, …]","[0.507, 0.195, 0.109, …]",9.148e-04
run_4,0.4,"[0.281, 0.109, 6.065e-02, …]","[0.507, 0.195, 0.109, …]",9.223e-04
run_5,0.5,"[0.281, 0.109, 6.076e-02, …]","[0.506, 0.195, 0.109, …]",9.248e-04
