run,VVin,idd,power,avg_power
run_0,1.0,"[1.146e-04, 6.644e-03, 7.464e-03, …]","[2.064e-04, 1.196e-02, 1.344e-02, …]",5.600e-04
run_1,1.1,"[2.542e-05, 6.600e-03, 7.437e-03, …]","[4.576e-05, 1.188e-02, 1.339e-02, …]",5.528e-04
run_2,1.2000000000000002,"[2.334e-05, 6.597e-03, 7.434e-03, …]","[4.202e-05, 1.187e-02, 1.338e-02, …]",5.428e-04
run_3,1.3000000000000003,"[1.197e-04, 6.645e-03, 7.465e-03, …]","[2.154e-04, 1.196e-02, 1.344e-02, …]",5.523e-04
run_4,1.4,"[1.268e-04, 6.650e-03, 7.468e-03, …]","[2.282e-04, 1.197e-02, 1.344e-02, …]",5.466e-04
