run,corner,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,tt,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.459, 0.459, 0.459, …]","[0.686, 0.683, 0.682, …]","[0.682, 0.679, 0.677, …]","[0.682, 0.679, 0.677, …]","[0.682, 0.679, 0.677, …]","[0.682, 0.679, 0.678, …]","[0.682, 0.679, 0.678, …]","[0.683, 0.680, 0.678, …]","[0.683, 0.680, 0.678, …]","[1.000, 66.000, 67.000, …]","[3.922e-03, 3.921e-03, 3.922e-03, …]"
run_1,ss,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.459, 0.459, 0.459, …]","[0.689, 0.686, 0.685, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[1.000, 66.000, 67.000, …]","[3.922e-03, 3.921e-03, 3.922e-03, …]"
run_2,ff,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.459, 0.459, 0.459, …]","[0.684, 0.681, 0.679, …]","[0.679, 0.676, 0.674, …]","[0.679, 0.676, 0.674, …]","[0.679, 0.676, 0.674, …]","[0.679, 0.676, 0.674, …]","[0.679, 0.676, 0.675, …]","[0.680, 0.677, 0.675, …]","[0.680, 0.677, 0.675, …]","[1.000, 66.000, 67.000, …]","[3.922e-03, 3.921e-03, 3.922e-03, …]"
run_3,fs,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.459, 0.459, 0.459, …]","[0.657, 0.654, 0.652, …]","[0.652, 0.649, 0.647, …]","[0.652, 0.649, 0.647, …]","[0.652, 0.649, 0.647, …]","[0.652, 0.649, 0.647, …]","[0.652, 0.649, 0.647, …]","[0.652, 0.649, 0.647, …]","[0.653, 0.650, 0.648, …]","[1.000, 66.000, 67.000, …]","[3.922e-03, 3.921e-03, 3.922e-03, …]"
run_4,sf,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.459, 0.459, 0.459, …]","[0.717, 0.715, 0.713, …]","[0.714, 0.711, 0.709, …]","[0.714, 0.711, 0.709, …]","[0.714, 0.711, 0.709, …]","[0.714, 0.711, 0.709, …]","[0.714, 0.711, 0.710, …]","[0.714, 0.711, 0.710, …]","[0.715, 0.712, 0.710, …]","[1.000, 66.000, 67.000, …]","[3.922e-03, 3.921e-03, 3.922e-03, …]"
