run,VVin,idd,power,avg_power
run_0,0.0,"[6.012e-05, 4.179e-03, 4.533e-03, …]","[1.082e-04, 7.522e-03, 8.159e-03, …]",4.289e-04
run_1,0.1,"[6.001e-05, 4.179e-03, 4.533e-03, …]","[1.080e-04, 7.522e-03, 8.159e-03, …]",4.463e-04
run_2,0.2,"[6.050e-05, 4.179e-03, 4.533e-03, …]","[1.089e-04, 7.522e-03, 8.159e-03, …]",4.467e-04
run_3,0.30000000000000004,"[6.031e-05, 4.179e-03, 4.533e-03, …]","[1.085e-04, 7.522e-03, 8.159e-03, …]",4.461e-04
run_4,0.4,"[6.004e-05, 4.179e-03, 4.533e-03, …]","[1.081e-04, 7.522e-03, 8.159e-03, …]",4.518e-04
