run,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.440, 0.840, 0.339, …]","[0.689, 0.686, 0.685, …]","[0.684, 0.681, 0.680, …]","[0.684, 0.681, 0.680, …]","[0.684, 0.681, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.900, 0.900, 0.900, …]",2.634
