run,VVin,idd,power,avg_power
run_0,0.0,"[2.302e-05, 6.674e-03, 7.526e-03, …]","[4.144e-05, 1.201e-02, 1.355e-02, …]",4.321e-04
run_1,0.1,"[1.077e-04, 6.711e-03, 7.546e-03, …]","[1.939e-04, 1.208e-02, 1.358e-02, …]",4.511e-04
run_2,0.2,"[1.069e-04, 6.712e-03, 7.546e-03, …]","[1.924e-04, 1.208e-02, 1.358e-02, …]",4.579e-04
run_3,0.30000000000000004,"[1.152e-04, 6.717e-03, 7.550e-03, …]","[2.074e-04, 1.209e-02, 1.359e-02, …]",4.663e-04
run_4,0.4,"[3.230e-05, 6.685e-03, 7.535e-03, …]","[5.815e-05, 1.203e-02, 1.356e-02, …]",4.637e-04
