run,VVin,idd,power,avg_power
run_0,0.0,"[0.281, 0.108, 5.980e-02, …]","[0.507, 0.195, 0.108, …]",9.109e-04
run_1,0.1,"[0.281, 0.108, 5.994e-02, …]","[0.507, 0.195, 0.108, …]",9.185e-04
run_2,0.2,"[0.281, 0.108, 6.008e-02, …]","[0.506, 0.195, 0.108, …]",9.005e-04
run_3,0.30000000000000004,"[0.281, 0.108, 6.022e-02, …]","[0.506, 0.195, 0.108, …]",9.268e-04
run_4,0.4,"[0.281, 0.108, 6.035e-02, …]","[0.506, 0.195, 0.109, …]",9.124e-04
run_5,0.5,"[0.281, 0.108, 6.048e-02, …]","[0.506, 0.195, 0.109, …]",9.188e-04
