run,VVin,idd,power,avg_power
run_0,0.0,"[0.279, 0.106, 5.865e-02, …]","[0.503, 0.191, 0.106, …]",9.370e-04
run_1,0.1,"[0.279, 0.106, 5.879e-02, …]","[0.503, 0.191, 0.106, …]",9.419e-04
run_2,0.2,"[0.279, 0.106, 5.893e-02, …]","[0.503, 0.192, 0.106, …]",9.394e-04
run_3,0.30000000000000004,"[0.279, 0.107, 5.907e-02, …]","[0.503, 0.192, 0.106, …]",9.453e-04
run_4,0.4,"[0.279, 0.107, 5.920e-02, …]","[0.502, 0.192, 0.107, …]",9.395e-04
run_5,0.5,"[0.279, 0.107, 5.932e-02, …]","[0.502, 0.192, 0.107, …]",9.486e-04
