run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,0.988235294,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.988, 0.988, 0.988, …]","[0.689, 0.687, 0.685, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]",0.988,-1.667e-08
run_1,0.995294118,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.995, 0.995, 0.995, …]","[0.689, 0.687, 0.685, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]",0.995,5.000e-08
run_2,1.002352941,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.002, 1.002, 1.002, …]","[0.690, 0.687, 0.685, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]",1.002,-1.667e-07
run_3,1.009411765,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.009, 1.009, 1.009, …]","[0.690, 0.687, 0.685, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]",1.009,7.500e-07
run_4,1.016470588,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.016, 1.016, 1.016, …]","[0.690, 0.687, 0.685, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]",1.016,2.500e-07
