run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,0.462339529,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.462, 0.462, 0.462, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.462,0.245
run_1,0.469398353,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.469, 0.469, 0.469, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.469,0.241
run_2,0.476457176,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.476, 0.476, 0.476, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.476,0.237
run_3,0.483516,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.484, 0.484, 0.484, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.484,0.233
run_4,0.490574824,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.491, 0.491, 0.491, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.491,0.229
