run,time,Vin,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,offset_error,codes_decimal,codes_binary,Vin_samples
run_0,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[5.000e-03, 5.000e-03, 5.000e-03, …]","[0.393, 0.397, 0.402, …]","[0.394, 0.397, 0.403, …]","[0.394, 0.397, 0.403, …]","[0.384, 0.387, 0.393, …]","[0.374, 0.377, 0.383, …]","[0.377, 0.380, 0.385, …]","[0.377, 0.380, 0.385, …]","[0.471, 0.473, 0.477, …]",1.064,"[0.000, 0.000, 0.000, …]","[00000000, 00000000, 00000000, …]","[5.000e-03, 6.000e-03, 7.000e-03, …]"
