run,VVin,time,Clk,FFCLR,sampling_rate
run_0,1.5,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[-7.569e-05, -3.365e-04, -6.150e-04, …]",1.176e+05
run_1,1.6,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[5.659e-05, -2.737e-04, -5.803e-04, …]",1.176e+05
run_2,1.7,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[-4.473e-05, -3.171e-04, -6.001e-04, …]",1.176e+05
run_3,1.8,"[0.000, 1.000e-12, 2.000e-12, …]","[1.800, 1.782, 1.764, …]","[2.993e-05, -2.714e-04, -5.591e-04, …]",1.176e+05
