run,corner,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,tt,"[1.000e-12, 1.026e-12, 1.079e-12, …]","[1.435, 0.854, 0.359, …]","[0.692, 0.690, 0.688, …]","[0.688, 0.685, 0.684, …]","[0.688, 0.685, 0.684, …]","[0.688, 0.685, 0.684, …]","[0.688, 0.685, 0.684, …]","[0.688, 0.686, 0.684, …]","[0.689, 0.686, 0.684, …]","[0.689, 0.686, 0.684, …]","[1.685, 1.685, 1.685, …]",2.274
run_1,ss,"[1.000e-12, 1.027e-12, 1.081e-12, …]","[1.459, 0.866, 0.361, …]","[0.695, 0.692, 0.690, …]","[0.691, 0.688, 0.686, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.689, 0.687, …]","[1.685, 1.685, 1.685, …]",2.274
run_2,ff,"[1.000e-12, 1.025e-12, 1.076e-12, …]","[1.407, 0.839, 0.355, …]","[0.691, 0.688, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.687, 0.684, 0.682, …]","[1.685, 1.685, 1.685, …]",2.274
run_3,fs,"[1.000e-12, 1.027e-12, 1.080e-12, …]","[1.438, 0.855, 0.359, …]","[0.662, 0.659, 0.657, …]","[0.657, 0.654, 0.652, …]","[0.657, 0.654, 0.652, …]","[0.657, 0.654, 0.652, …]","[0.657, 0.654, 0.652, …]","[0.657, 0.654, 0.652, …]","[0.657, 0.654, 0.652, …]","[0.658, 0.655, 0.652, …]","[1.685, 1.685, 1.685, …]",2.274
run_4,sf,"[1.000e-12, 1.026e-12, 1.077e-12, …]","[1.428, 0.848, 0.355, …]","[0.725, 0.722, 0.721, …]","[0.721, 0.718, 0.717, …]","[0.721, 0.718, 0.717, …]","[0.721, 0.718, 0.717, …]","[0.721, 0.718, 0.717, …]","[0.721, 0.719, 0.717, …]","[0.721, 0.719, 0.717, …]","[0.722, 0.719, 0.717, …]","[1.685, 1.685, 1.685, …]",2.070
