run,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,"[1.000e-12, 1.028e-12, 1.083e-12, …]","[8.219, 1.912, 1.266, …]","[0.474, 0.476, 0.482, …]","[0.463, 0.465, 0.471, …]","[0.536, 0.539, 0.545, …]","[0.614, 0.617, 0.622, …]","[0.647, 0.649, 0.653, …]","[0.633, 0.636, 0.641, …]","[0.568, 0.571, 0.577, …]","[0.543, 0.546, 0.552, …]","[0.575, 0.575, 0.575, …]",1.989
