run,time,idd,Vin,power,avg_power
run_0,"[5.000e-12, 5.140e-12, 5.420e-12, …]","[0.314, 0.107, 1.032e-02, …]","[0.000, 0.000, 0.000, …]","[0.565, 0.192, 1.858e-02, …]","[9.397e-04, 9.397e-04, 9.397e-04, …]"
