 1.00000000e-12  1.20000000e+00  6.90505870e-01  6.85863724e-01  6.85874864e-01  6.85897099e-01  6.86548004e-01  6.86636031e-01  6.86809377e-01  6.87145681e-01 
 1.02800000e-12  1.20000000e+00  6.87715555e-01  6.82967839e-01  6.82979219e-01  6.83001934e-01  6.83670509e-01  6.83760429e-01  6.83937485e-01  6.84280919e-01 
 1.08400000e-12  1.20000000e+00  6.86225708e-01  6.81296871e-01  6.81308698e-01  6.81332305e-01  6.82034846e-01  6.82128290e-01  6.82312256e-01  6.82668993e-01 
 1.19600000e-12  1.20000000e+00  6.91090810e-01  6.85905914e-01  6.85918625e-01  6.85943995e-01  6.86707616e-01  6.86808008e-01  6.87005563e-01  6.87388330e-01 
 1.42000000e-12  1.20000000e+00  6.96390629e-01  6.90918747e-01  6.90932879e-01  6.90961081e-01  6.91822272e-01  6.91933793e-01  6.92152985e-01  6.92576709e-01 
 1.69036991e-12  1.20000000e+00  6.98534827e-01  6.92924280e-01  6.92939341e-01  6.92969390e-01  6.93909922e-01  6.94028662e-01  6.94261754e-01  6.94711300e-01 
 2.23110974e-12  1.20000000e+00  6.99708205e-01  6.93999985e-01  6.94015465e-01  6.94046345e-01  6.95066535e-01  6.95188494e-01  6.95427650e-01  6.95887962e-01 
 3.12481971e-12  1.20000000e+00  7.00002592e-01  6.94266452e-01  6.94281745e-01  6.94312253e-01  6.95360537e-01  6.95481033e-01  6.95717310e-01  6.96172030e-01 
 4.33479687e-12  1.20000000e+00  7.00511790e-01  6.94853037e-01  6.94868258e-01  6.94898622e-01  6.95927081e-01  6.96047009e-01  6.96282186e-01  6.96734828e-01 
 6.23985056e-12  1.20000000e+00  7.00862938e-01  6.95381756e-01  6.95396938e-01  6.95427224e-01  6.96406817e-01  6.96526423e-01  6.96760981e-01  6.97212475e-01 
 9.24210453e-12  1.20000000e+00  7.01580694e-01  6.96366131e-01  6.96381271e-01  6.96411474e-01  6.97312485e-01  6.97431744e-01  6.97665630e-01  6.98115883e-01 
 1.35334579e-11  1.20000000e+00  7.02450916e-01  6.97614329e-01  6.97629401e-01  6.97659469e-01  6.98449049e-01  6.98567748e-01  6.98800559e-01  6.99248829e-01 
 1.97319130e-11  1.20000000e+00  7.03888865e-01  6.99575821e-01  6.99590813e-01  6.99620722e-01  7.00249313e-01  7.00367352e-01  7.00598887e-01  7.01044800e-01 
 3.21288231e-11  1.20000000e+00  7.06555533e-01  7.03306248e-01  7.03321093e-01  7.03350711e-01  7.03658629e-01  7.03775453e-01  7.04004651e-01  7.04446263e-01 
 5.69226433e-11  1.20000000e+00  7.12187220e-01  7.10965106e-01  7.10979747e-01  7.11008958e-01  7.10673227e-01  7.10788328e-01  7.11014214e-01  7.11449745e-01 
 1.00000000e-10  1.20000000e+00  7.28198616e-01  7.24443942e-01  7.24458375e-01  7.24487174e-01  7.23111574e-01  7.23224889e-01  7.23447380e-01  7.23876737e-01 
 1.04958764e-10  1.20000000e+00  7.31528587e-01  7.26184651e-01  7.26199073e-01  7.26227849e-01  7.24749032e-01  7.24862240e-01  7.25084534e-01  7.25513532e-01 
 1.14876292e-10  1.20000000e+00  7.38323339e-01  7.29565417e-01  7.29579816e-01  7.29608546e-01  7.27927484e-01  7.28040482e-01  7.28262388e-01  7.28690692e-01 
 1.34711348e-10  1.20000000e+00  7.51623239e-01  7.35984157e-01  7.35998520e-01  7.36027178e-01  7.33943675e-01  7.34056343e-01  7.34277637e-01  7.34704856e-01 
 1.74381461e-10  1.20000000e+00  7.76679030e-01  7.47481747e-01  7.47496067e-01  7.47524640e-01  7.44666843e-01  7.44779107e-01  7.44999656e-01  7.45425589e-01 
 2.53721685e-10  1.20000000e+00  8.21011254e-01  7.66274994e-01  7.66289300e-01  7.66317847e-01  7.62074951e-01  7.62187037e-01  7.62407273e-01  7.62832786e-01 
 4.12402134e-10  1.20000000e+00  8.88075156e-01  7.92348722e-01  7.92363122e-01  7.92391859e-01  7.86304450e-01  7.86417287e-01  7.86638963e-01  7.87067357e-01 
 6.69740011e-10  1.20000000e+00  9.59088816e-01  8.18835583e-01  8.18850231e-01  8.18879465e-01  8.11675869e-01  8.11790632e-01  8.12015995e-01  8.12451309e-01 
 9.57468607e-10  1.20000000e+00  1.01066486e+00  8.39902447e-01  8.39917320e-01  8.39947000e-01  8.31929075e-01  8.32045073e-01  8.32272794e-01  8.32712272e-01 
 1.37530221e-09  1.20000000e+00  1.06496084e+00  8.64206148e-01  8.64219483e-01  8.64246086e-01  8.56575291e-01  8.56684482e-01  8.56898934e-01  8.57312291e-01 
 1.89544808e-09  1.20000000e+00  1.12408184e+00  8.86404027e-01  8.86414568e-01  8.86435587e-01  8.79157940e-01  8.79253382e-01  8.79440865e-01  8.79801290e-01 
 2.44740627e-09  1.20000000e+00  1.32869211e+00  9.06758419e-01  9.06766818e-01  9.06783565e-01  8.99731382e-01  8.99806821e-01  8.99954652e-01  9.00237828e-01 
 3.23175178e-09  1.20000000e+00  1.69842801e+00  9.27483450e-01  9.27491307e-01  9.27506989e-01  9.19589840e-01  9.19656703e-01  9.19787362e-01  9.20038283e-01 
 4.12841608e-09  1.20000000e+00  1.81393882e+00  8.65352995e-01  8.65367837e-01  8.65397495e-01  8.34382144e-01  8.34486955e-01  8.34683883e-01  8.35047628e-01 
 5.11874777e-09  1.20000000e+00  1.79331891e+00  5.63753053e-01  5.63767985e-01  5.63797479e-01  5.19608812e-01  5.19620893e-01  5.19626284e-01  5.19600164e-01 
 6.07016046e-09  1.20000000e+00  1.77095743e+00  2.12189548e-01  2.12171008e-01  2.12134134e-01  1.86195094e-01  1.85988004e-01  1.85581733e-01  1.84819587e-01 
 6.79411688e-09  1.20000000e+00  1.76345713e+00  9.46266366e-02  9.45906732e-02  9.45201708e-02  8.07215741e-02  8.03919257e-02  7.98450838e-02  7.91089929e-02 
 7.54027333e-09  1.20000000e+00  1.80690211e+00  3.89817367e-02  3.89464253e-02  3.88794193e-02  3.27199031e-02  3.25792706e-02  3.25074450e-02  3.28406189e-02 
 8.23890659e-09  1.20000000e+00  1.79691142e+00  1.61022041e-02  1.60620979e-02  1.59873542e-02  1.34162400e-02  1.32478715e-02  1.31328270e-02  1.32377899e-02 
 9.00176964e-09  1.20000000e+00  1.80116319e+00  6.38704786e-03  6.34787322e-03  6.27719978e-03  5.20793323e-03  5.10879846e-03  5.12961512e-03  5.35983228e-03 
 9.96519842e-09  1.20000000e+00  1.79859851e+00  1.68092130e-03  1.63985450e-03  1.56800954e-03  1.22926056e-03  1.13956478e-03  1.15281402e-03  1.23738473e-03 
 1.08971867e-08  1.20000000e+00  1.80057083e+00  6.43048316e-04  6.02675568e-04  5.34831383e-04  3.79158175e-04  3.33411691e-04  4.00449274e-04  5.08975613e-04 
 1.16953570e-08  1.20000000e+00  1.79917402e+00  2.43751958e-04  2.02276952e-04  1.34306422e-04  4.52063484e-05  4.09001203e-06  5.21639134e-05  9.20748434e-05 
 1.24767130e-08  1.20000000e+00  1.80018836e+00  2.36633056e-04  1.96282526e-04  1.32453728e-04  4.60228738e-05  3.07643223e-05  9.79036327e-05  1.53006975e-04 
 1.32990521e-08  1.20000000e+00  1.79950293e+00  5.25824952e-06 -3.57521706e-05 -9.88608417e-05 -1.47623754e-04 -1.57557270e-04 -1.04745544e-04 -8.22859598e-05 
 1.41095452e-08  1.20000000e+00  1.80005407e+00  1.51757362e-04  1.11545758e-04  5.18849937e-05 -1.34023483e-05 -7.39630873e-06  5.05525414e-05  8.05713129e-05 
 1.56689324e-08  1.20000000e+00  1.79969919e+00 -9.30020790e-06 -4.93780673e-05 -1.05342752e-04 -1.29514549e-04 -1.13160254e-04 -6.99059865e-05 -5.96860817e-05 
 1.77923774e-08  1.20000000e+00  1.80009955e+00  9.79113752e-05  5.94325807e-05  1.07731792e-05 -2.53361148e-05  5.86371528e-06  4.33186394e-05  5.73925010e-05 
 2.16140139e-08  1.20000000e+00  1.79981857e+00 -4.93905597e-05 -8.53411958e-05 -1.22936012e-04 -1.09596554e-04 -7.52402510e-05 -5.65018671e-05 -5.44527456e-05 
 2.59232255e-08  1.20000000e+00  1.80026966e+00  1.11016526e-04  7.81712138e-05  5.11304393e-05  4.62429881e-05  7.00892006e-05  7.22753485e-05  6.85001695e-05 
 3.06497971e-08  1.20000000e+00  1.79983854e+00 -6.32445658e-05 -9.43077331e-05 -1.14718488e-04 -8.80191664e-05 -7.55780242e-05 -7.44033105e-05 -7.17194066e-05 
 3.49059535e-08  1.20000000e+00  1.80020629e+00  5.91541040e-05  3.22613115e-05  2.13278075e-05  2.50122890e-05  4.17410084e-05  5.20884110e-05  6.00888980e-05 
 3.96651525e-08  1.20000000e+00  1.79987835e+00 -5.18911026e-05 -7.59960651e-05 -8.15374416e-05 -4.95881259e-05 -4.18989591e-05 -4.36700964e-05 -5.04710451e-05 
