run,VVin,idd,power,avg_power
run_0,1.5,"[1.824e-05, 6.655e-03, 7.497e-03, …]","[3.283e-05, 1.198e-02, 1.349e-02, …]",5.102e-04
run_1,1.6,"[1.057e-04, 6.685e-03, 7.510e-03, …]","[1.902e-04, 1.203e-02, 1.352e-02, …]",5.058e-04
run_2,1.7000000000000002,"[1.917e-05, 6.653e-03, 7.495e-03, …]","[3.451e-05, 1.198e-02, 1.349e-02, …]",5.139e-04
run_3,1.8,"[1.266e-04, 6.706e-03, 7.532e-03, …]","[2.279e-04, 1.207e-02, 1.356e-02, …]",5.309e-04
