run,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,"[1.000e-12, 1.028e-12, 1.083e-12, …]","[0.212, 0.212, 0.212, …]","[0.474, 0.476, 0.482, …]","[0.463, 0.465, 0.471, …]","[0.536, 0.539, 0.545, …]","[0.614, 0.617, 0.622, …]","[0.647, 0.649, 0.653, …]","[0.633, 0.636, 0.641, …]","[0.568, 0.571, 0.577, …]","[0.543, 0.546, 0.552, …]","[1.000, 31.000, 32.000, …]","[-2.471e-01, -2.471e-01, 0.255, …]"
