run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,0.285868941,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.286, 0.286, 0.286, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.286,-6.569e-01
run_1,0.292927765,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.293, 0.293, 0.293, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.293,-6.608e-01
run_2,0.299986588,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.300, 0.300, 0.300, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.300,0.335
run_3,0.307045412,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.307, 0.307, 0.307, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.307,-6.687e-01
run_4,0.314104235,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.314, 0.314, 0.314, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.314,0.327
