run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,1.270588235,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.271, 1.271, 1.271, …]","[0.691, 0.688, 0.687, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]","[0.687, 0.685, 0.683, …]",1.271,6.667e-07
run_1,1.277647059,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.278, 1.278, 1.278, …]","[0.691, 0.688, 0.687, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]","[0.687, 0.685, 0.683, …]",1.278,1.667e-07
run_2,1.284705882,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.285, 1.285, 1.285, …]","[0.691, 0.688, 0.687, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]","[0.687, 0.685, 0.683, …]",1.285,-3.333e-07
run_3,1.291764706,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.292, 1.292, 1.292, …]","[0.691, 0.688, 0.687, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]","[0.687, 0.684, 0.683, …]","[0.688, 0.685, 0.683, …]",1.292,5.833e-07
run_4,1.298823529,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.299, 1.299, 1.299, …]","[0.691, 0.688, 0.687, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]","[0.687, 0.684, 0.683, …]","[0.688, 0.685, 0.683, …]",1.299,8.333e-08
