VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.809,116,0.809,1,0.0119999999999999,0.7066666666666523
0.811,116,0.821,117,0.010000000000000009,0.4222222222222234
0.814,116,0.831,119,0.010000000000000009,0.4222222222222234
0.821,117,0.841,120,0.008000000000000007,0.13777777777777866
0.831,119,0.849,121,0.010000000000000009,0.4222222222222234
0.841,120,0.859,123,0.009000000000000008,0.28000000000000114
0.849,121,0.868,124,0.0050000000000000044,-0.2888888888888883
0.859,123,0.873,125,0.008000000000000007,0.13777777777777866
0.868,124,0.881,128,0.007000000000000006,-0.004444444444443585
0.873,125,0.888,127,0.008000000000000007,0.13777777777777866
0.881,128,0.896,128,0.009000000000000008,0.28000000000000114
0.888,127,0.905,129,0.009000000000000008,0.28000000000000114
0.896,128,0.914,131,0.010000000000000009,0.4222222222222234
0.905,129,0.924,132,0.010000000000000009,0.4222222222222234
0.914,131,0.934,133,0.005999999999999894,-0.1466666666666817
0.924,132,0.94,134,0.01200000000000001,0.7066666666666681
0.934,133,0.952,136,0.008000000000000007,0.13777777777777866
0.94,134,0.96,137,,
0.952,136,,,,
0.96,137,,,,
