VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.854,122,0.854,1,0.0040000000000000036,-0.43111111111111067
0.855,122,0.858,123,-0.0010000000000000009,-1.1422222222222222
0.858,123,0.857,122,-0.009000000000000008,-2.280000000000001
0.858,123,0.848,121,-0.006000000000000005,-1.853333333333334
0.86,123,0.842,120,0.0020000000000000018,-0.7155555555555553
0.858,123,0.844,121,0.02100000000000002,1.9866666666666695
0.857,122,0.865,124,0.02400000000000002,2.413333333333336
0.852,122,0.889,128,0.039000000000000035,4.546666666666671
0.848,121,0.928,133,0.052999999999999936,6.537777777777769
0.845,121,0.981,140,0.06300000000000006,7.960000000000008
0.842,120,1.044,149,0.08599999999999985,11.23111111111109
0.844,121,1.13,162,0.08600000000000008,11.231111111111122
0.849,121,1.216,174,,
0.865,124,,,,
0.889,128,,,,
0.928,133,,,,
0.981,140,,,,
1.044,149,,,,
1.13,162,,,,
1.216,174,,,,
