VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.942,135,0.942,1,-0.004999999999999893,-1.711111111111096
0.937,134,0.937,134,-0.0040000000000000036,-1.5688888888888894
0.933,133,0.933,133,-0.009000000000000008,-2.280000000000001
0.93,133,0.924,132,-0.0050000000000000044,-1.7111111111111117
0.929,133,0.919,131,-0.009000000000000008,-2.280000000000001
0.924,132,0.91,130,-0.006000000000000005,-1.853333333333334
0.922,132,0.904,129,-0.008000000000000007,-2.137777777777779
0.919,131,0.896,128,,
0.915,131,,,,
0.91,130,,,,
0.91,130,,,,
0.906,130,,,,
0.904,129,,,,
0.9,129,,,,
0.896,128,,,,
0.893,128,,,,
0.893,128,,,,
0.892,128,,,,
0.894,128,,,,
0.896,128,,,,
