VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.127905,18,0.127905,1,-0.007282999999999998,-2.035804444444444
0.120622,17,0.120622,17,-0.010393,-2.478115555555555
0.110229,15,0.110229,15,0.0031100000000000017,-0.5576888888888887
0.10712,15,0.113339,16,0.011457000000000009,0.6294400000000011
0.113339,16,0.124796,17,0.015589000000000006,1.217102222222223
0.124796,17,0.140385,20,-0.005197000000000007,-1.73912888888889
0.140385,20,0.135188,19,-0.011457000000000009,-2.629440000000001
0.144559,20,0.123731,17,-0.014566999999999997,-3.0717511111111104
0.135188,19,0.109164,15,0.00834900000000001,0.18741333333333454
0.123731,17,0.117513,16,0.008305000000000007,0.1811555555555564
0.109164,15,0.125818,18,0.011457999999999996,0.6295822222222216
0.10712,15,0.137276,19,0.007282999999999984,0.035804444444442085
0.117513,16,0.144559,20,0.013502000000000014,0.9202844444444465
0.116448,16,0.158061,22,-0.0062610000000000166,-1.8904533333333355
0.125818,18,0.1518,21,-0.013501999999999986,-2.9202844444444427
0.137276,19,0.138298,19,,
0.144559,20,,,,
0.158061,22,,,,
0.1518,21,,,,
0.138298,19,,,,
