VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.781,112,0.781,1,-0.0010000000000000009,-1.1422222222222222
0.783,112,0.78,111,0.0010000000000000009,-0.8577777777777776
0.782,112,0.781,112,0.008000000000000007,0.13777777777777866
0.782,112,0.789,113,0.01100000000000001,0.5644444444444459
0.78,111,0.8,114,0.0030000000000000027,-0.573333333333333
0.777,111,0.803,115,,
0.776,111,,,,
0.778,111,,,,
0.778,111,,,,
0.779,111,,,,
0.781,112,,,,
0.783,112,,,,
0.785,112,,,,
0.785,112,,,,
0.789,113,,,,
0.794,113,,,,
0.8,114,,,,
0.803,115,,,,
0.806,115,,,,
0.807,115,,,,
