VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.303,186,1.303,1,0.06700000000000017,8.528888888888913
1.37,196,1.37,196,0.03599999999999981,4.119999999999973
1.406,201,1.406,201,-0.008000000000000007,-2.137777777777779
1.398,200,1.398,200,-0.04299999999999993,-7.115555555555545
1.355,194,1.355,194,-0.06699999999999995,-10.528888888888881
1.288,184,1.288,184,-0.07899999999999996,-12.23555555555555
1.209,173,1.209,173,-0.08400000000000007,-12.946666666666678
1.125,161,1.125,161,-0.08499999999999996,-13.088888888888883
1.04,149,1.04,149,-0.08400000000000007,-12.946666666666678
0.956,137,0.956,137,-0.07499999999999996,-11.66666666666666
0.881,126,0.881,126,-0.062000000000000055,-9.817777777777785
0.819,117,0.819,117,-0.04799999999999993,-7.8266666666666564
0.771,110,0.771,110,-0.027000000000000024,-4.840000000000003
0.744,106,0.744,106,-0.006000000000000005,-1.853333333333334
0.738,105,0.738,105,0.014000000000000012,0.9911111111111128
0.752,107,0.752,107,0.026000000000000023,2.697777777777781
0.778,111,0.778,111,0.025000000000000022,2.5555555555555585
0.803,115,0.803,115,0.017999999999999905,1.5599999999999863
0.821,117,0.821,117,0.009000000000000008,0.28000000000000114
0.83,119,0.83,119,,
