VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.629133,90,0.629133,1,-0.04991800000000002,-8.09944888888889
0.579215,83,0.579215,83,-0.022872000000000003,-4.252906666666667
0.556343,79,0.556343,79,0.027003,2.8404266666666667
0.583346,83,0.583346,83,-0.011414000000000035,-2.6233244444444495
0.571932,82,0.571932,82,-0.03015599999999996,-5.288853333333328
0.541776,77,0.541776,77,-0.03952600000000006,-6.621475555555564
0.50225,72,0.50225,72,-0.03952599999999995,-6.6214755555555485
0.462724,66,0.462724,66,-0.025981000000000032,-4.69507555555556
0.436743,62,0.436743,62,0.00830599999999998,0.1812977777777749
0.445049,64,0.445049,64,0.013544,0.9262577777777778
0.458593,65,0.458593,65,-0.013544,-2.926257777777778
0.456506,65,0.445049,64,0.075899,9.794524444444443
0.454419,65,0.520948,74,0.04578700000000002,5.5119288888888915
0.445049,64,0.566735,81,0.010392999999999986,0.4781155555555534
0.520948,74,0.577128,82,0.014566000000000079,1.0716088888889002
0.566735,81,0.591694,84,,
0.56567,81,,,,
0.577128,82,,,,
0.591694,84,,,,
0.585433,84,,,,
