VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.938,134,0.938,1,-0.005999999999999894,-1.8533333333333184
0.932,133,0.932,133,-0.010000000000000009,-2.4222222222222234
0.927,133,0.922,132,-0.0030000000000000027,-1.426666666666667
0.922,132,0.919,131,-0.008000000000000007,-2.137777777777779
0.919,131,0.911,130,-0.01100000000000001,-2.5644444444444456
0.915,131,0.9,129,-0.0050000000000000044,-1.7111111111111117
0.911,130,0.895,128,-0.008000000000000007,-2.137777777777779
0.908,130,0.887,127,0.0010000000000000009,-0.8577777777777776
0.9,129,0.888,128,-0.0020000000000000018,-1.2844444444444447
0.895,128,0.886,127,0.0030000000000000027,-0.573333333333333
0.892,128,0.889,128,0.0030000000000000027,-0.573333333333333
0.887,127,0.892,127,-0.0010000000000000009,-1.1422222222222222
0.888,128,0.891,128,-0.0030000000000000027,-1.426666666666667
0.886,127,0.888,127,-0.0030000000000000027,-1.426666666666667
0.889,128,0.885,128,-0.0020000000000000018,-1.2844444444444447
0.892,127,0.883,126,,
0.891,128,,,,
0.888,127,,,,
0.885,128,,,,
0.883,126,,,,
