VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.013,145,1.013,1,-0.0029999999999998916,-1.4266666666666512
1.01,144,1.01,144,0.0009999999999998899,-0.8577777777777934
1.011,145,1.011,145,-0.0020000000000000018,-1.2844444444444447
1.009,144,1.009,144,-0.014999999999999902,-3.1333333333333195
1.004,144,0.994,142,-0.0050000000000000044,-1.7111111111111117
0.994,142,0.989,141,-0.009000000000000008,-2.280000000000001
0.989,141,0.98,140,-0.006000000000000005,-1.853333333333334
0.987,141,0.974,139,-0.010000000000000009,-2.4222222222222234
0.984,141,0.964,138,-0.007000000000000006,-1.9955555555555564
0.984,141,0.957,137,-0.0050000000000000044,-1.7111111111111117
0.98,140,0.952,136,-0.006000000000000005,-1.853333333333334
0.98,140,0.946,135,,
0.974,139,,,,
0.971,139,,,,
0.964,138,,,,
0.957,137,,,,
0.952,136,,,,
0.949,136,,,,
0.946,135,,,,
0.944,135,,,,
