VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.539689,77,0.539689,1,-0.004174000000000011,-1.593635555555557
0.535515,76,0.535515,76,-0.015588999999999964,-3.217102222222217
0.519926,74,0.519926,74,-0.044721999999999984,-7.360462222222219
0.475204,68,0.475204,68,-0.05613699999999999,-8.983928888888887
0.419067,60,0.419067,60,-0.04370000000000002,-7.2151111111111135
0.375367,53,0.375367,53,-0.018697999999999992,-3.65927111111111
0.356669,51,0.356669,51,-0.03224199999999999,-5.585528888888888
0.324427,46,0.324427,46,-0.033265000000000045,-5.7310222222222285
0.291162,41,0.291162,41,-0.024958999999999953,-4.549724444444438
0.266203,38,0.266203,38,-0.01869800000000002,-3.659271111111114
0.265181,38,0.247505,35,-0.02602399999999999,-4.701191111111109
0.265181,38,0.221481,31,-0.022872000000000003,-4.252906666666667
0.247505,35,0.198609,28,-0.02185000000000001,-4.107555555555557
0.221481,31,0.176759,25,-0.01972099999999999,-3.8047644444444426
0.198609,28,0.157038,22,-0.019762000000000002,-3.810595555555556
0.176759,25,0.137276,19,-0.01767600000000001,-3.5139200000000015
0.157038,22,0.1196,17,-0.016654000000000002,-3.368568888888889
0.137276,19,0.102946,14,,
0.1196,17,,,,
0.102946,14,,,,
