run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,1.129411765,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.129, 1.129, 1.129, …]","[0.690, 0.687, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]",1.129,7.500e-07
run_1,1.136470588,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.136, 1.136, 1.136, …]","[0.690, 0.687, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]",1.136,2.500e-07
run_2,1.143529412,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.144, 1.144, 1.144, …]","[0.690, 0.687, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]",1.144,-2.500e-07
run_3,1.150588235,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.151, 1.151, 1.151, …]","[0.690, 0.687, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]",1.151,6.667e-07
run_4,1.157647059,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.158, 1.158, 1.158, …]","[0.690, 0.688, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]",1.158,1.667e-07
