run,time,Vin,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,offset_error,codes_decimal,codes_binary,Vin_samples
run_0,"[1.000e-12, 1.027e-12, 1.081e-12, …]","[0.000, 0.000, 0.000, …]","[0.470, 0.473, 0.478, …]","[0.459, 0.461, 0.466, …]","[0.532, 0.534, 0.540, …]","[0.609, 0.612, 0.617, …]","[0.641, 0.644, 0.647, …]","[0.628, 0.630, 0.634, …]","[0.562, 0.565, 0.570, …]","[0.537, 0.540, 0.546, …]",0.638,"[0.000, 0.000, 0.000, …]","[00000000, 00000000, 00000000, …]","[0.000, 1.000e-03, 2.000e-03, …]"
